Date/Time (UTC-06:00) Central Time (US & Canada),RadarSpeed (MPH)
6/25/2014 23:55,62.13711922
6/26/2014 00:00,62.29246202
6/26/2014 00:05,63.17273788
6/26/2014 00:10,64.0012328
6/26/2014 00:15,64.99542671
6/26/2014 00:20,62.88276465
6/26/2014 00:25,64.46726119
6/26/2014 00:30,59.49629166
6/26/2014 00:35,63.84589
6/26/2014 00:40,63.87695856
6/26/2014 00:45,64.1565756
6/26/2014 00:50,65.36824942
6/26/2014 00:55,66.79740317
6/26/2014 01:00,64.3119184
6/26/2014 01:05,62.75849042
6/26/2014 01:10,64.49832975
6/26/2014 01:15,62.44780482
6/26/2014 01:20,64.37405552
6/26/2014 01:25,64.0012328
6/26/2014 01:30,65.24397518
6/26/2014 01:35,63.22451881
6/26/2014 01:40,62.13711922
6/26/2014 01:45,64.20835653
6/26/2014 01:50,65.11970095
6/26/2014 01:55,64.12550704
6/26/2014 02:00,63.84589
6/26/2014 02:05,63.37986161
6/26/2014 02:10,66.36244333
6/26/2014 02:15,63.17273788
6/26/2014 02:20,64.74687823
6/26/2014 02:25,63.84589
6/26/2014 02:30,63.58698534
6/26/2014 02:35,64.0012328
6/26/2014 02:40,64.87115247
6/26/2014 02:45,63.22451881
6/26/2014 02:50,64.37405552
6/26/2014 02:55,62.01284499
6/26/2014 03:00,66.73526605
6/26/2014 03:05,64.0012328
6/26/2014 03:10,64.93328959
6/26/2014 03:15,64.49832975
6/26/2014 03:20,63.75268432
6/26/2014 03:25,65.55466078
6/26/2014 03:30,63.00703889
6/26/2014 03:35,64.77794679
6/26/2014 03:40,63.75268432
6/26/2014 03:45,65.03685145
6/26/2014 03:50,64.3119184
6/26/2014 03:55,63.37986161
6/26/2014 04:00,63.75268432
6/26/2014 04:05,63.62841009
6/26/2014 04:10,64.24978128
6/26/2014 04:15,64.62260399
6/26/2014 04:20,62.26139346
6/26/2014 04:25,65.24397518
6/26/2014 04:30,65.36824942
6/26/2014 04:35,62.26139346
6/26/2014 04:40,65.98962062
6/26/2014 04:45,63.22451881
6/26/2014 04:50,64.46726119
6/26/2014 04:55,65.71000358
6/26/2014 05:00,63.00703889
6/26/2014 05:05,63.22451881
6/26/2014 05:10,60.64582836
6/26/2014 05:15,64.0012328
6/26/2014 05:20,65.36824942
6/26/2014 05:25,64.1565756
6/26/2014 05:30,63.37986161
6/26/2014 05:35,67.72945995
6/26/2014 05:40,64.74687823
6/26/2014 05:45,64.24978128
6/26/2014 05:50,65.6167979
6/26/2014 05:55,65.11970095
6/26/2014 06:00,65.49252366
6/26/2014 06:05,63.17273788
6/26/2014 06:10,64.41548026
6/26/2014 06:15,63.37986161
6/26/2014 06:20,65.24397518
6/26/2014 06:25,
6/26/2014 06:30,64.41548026
6/26/2014 06:35,65.24397518
6/26/2014 06:40,64.74687823
6/26/2014 06:45,66.07247011
6/26/2014 06:50,67.10808876
6/26/2014 06:55,67.41877436
6/26/2014 07:00,66.98381452
6/26/2014 07:05,64.62260399
6/26/2014 07:10,63.87695856
6/26/2014 07:15,64.87115247
6/26/2014 07:20,65.36824942
6/26/2014 07:25,64.46726119
6/26/2014 07:30,64.20835653
6/26/2014 07:35,64.0012328
6/26/2014 07:40,64.41548026
6/26/2014 07:45,66.27959384
6/26/2014 07:50,
6/26/2014 07:55,65.24397518
6/26/2014 08:00,66.48671757
6/26/2014 08:05,
6/26/2014 08:10,64.0012328
6/26/2014 08:15,65.24397518
6/26/2014 08:20,
6/26/2014 08:25,66.90096503
6/26/2014 08:30,63.62841009
6/26/2014 08:35,66.17603197
6/26/2014 08:40,64.1565756
6/26/2014 08:45,65.39931798
6/26/2014 08:50,64.24978128
6/26/2014 08:55,66.02068918
6/26/2014 09:00,66.61099181
6/26/2014 09:05,65.24397518
6/26/2014 09:10,64.93328959
6/26/2014 09:15,63.79410907
6/26/2014 09:20,65.49252366
6/26/2014 09:25,65.98962062
6/26/2014 09:30,64.93328959
6/26/2014 09:35,67.57411716
6/26/2014 09:40,63.62841009
6/26/2014 09:45,64.62260399
6/26/2014 09:50,65.6167979
6/26/2014 09:55,62.60314762
6/26/2014 10:00,64.49832975
6/26/2014 10:05,64.62260399
6/26/2014 10:10,65.6167979
6/26/2014 10:15,64.46726119
6/26/2014 10:20,65.24397518
6/26/2014 10:25,66.48671757
6/26/2014 10:30,65.98962062
6/26/2014 10:35,64.46726119
6/26/2014 10:40,64.24978128
6/26/2014 10:45,65.65822265
6/26/2014 10:50,
6/26/2014 10:55,63.37986161
6/26/2014 11:00,
6/26/2014 11:05,60.89437684
6/26/2014 11:10,62.96561415
6/26/2014 11:15,66.48671757
6/26/2014 11:20,62.63421618
6/26/2014 11:25,66.17603197
6/26/2014 11:30,66.33137477
6/26/2014 11:35,64.93328959
6/26/2014 11:40,67.10808876
6/26/2014 11:45,64.62260399
6/26/2014 11:50,65.24397518
6/26/2014 11:55,65.24397518
6/26/2014 12:00,64.1565756
6/26/2014 12:05,64.77794679
