Date/Time (UTC-06:00) Central Time (US & Canada),RadarVehiclesCount,RadarSpeed (MPH)
4/26/15 15:55,,
4/26/15 16:00,94,71.87193457
4/26/15 16:05,131,70.96059015
4/26/15 16:10,149,70.58776744
4/26/15 16:15,156,72.57615525
4/26/15 16:20,140,72.32760678
4/26/15 16:25,135,70.09067048
4/26/15 16:30,172,71.08486439
4/26/15 16:35,157,73.07325221
4/26/15 16:40,188,71.08486439
4/26/15 16:45,167,71.83050982
4/26/15 16:50,163,71.33341287
4/26/15 16:55,171,70.83631592
4/26/15 17:00,134,72.70042949
4/26/15 17:05,142,69.84212201
4/26/15 17:10,146,71.08486439
4/26/15 17:15,147,72.20333254
4/26/15 17:20,130,71.20913863
4/26/15 17:25,150,72.57615525
4/26/15 17:30,118,72.3897439
4/26/15 17:35,160,71.83050982
4/26/15 17:40,161,72.20333254
4/26/15 17:45,121,70.09067048
4/26/15 17:50,138,71.08486439
4/26/15 17:55,146,69.96639625
4/26/15 18:00,157,70.96059015
4/26/15 18:05,146,73.19752645
4/26/15 18:10,134,71.58196135
4/26/15 18:15,129,69.09647658
4/26/15 18:20,142,70.33921896
4/26/15 18:25,137,70.21494472
4/26/15 18:30,149,72.94897797
4/26/15 18:35,121,71.70623558
4/26/15 18:40,170,72.0790583
4/26/15 18:45,134,71.70623558
4/26/15 18:50,110,70.71204168
4/26/15 18:55,117,70.33921896
4/26/15 19:00,145,71.08486439
4/26/15 19:05,123,70.96059015
4/26/15 19:10,104,70.96059015
4/26/15 19:15,118,70.96059015
4/26/15 19:20,115,72.0790583
4/26/15 19:25,115,73.94317188
4/26/15 19:30,128,70.58776744
4/26/15 19:35,117,72.57615525
4/26/15 19:40,104,70.4634932
4/26/15 19:45,107,70.4634932
4/26/15 19:50,105,73.81889764
4/26/15 19:55,102,74.56454307
4/26/15 20:00,83,72.57615525
4/26/15 20:05,99,71.83050982
4/26/15 20:10,100,71.58196135
4/26/15 20:15,94,72.82470373
4/26/15 20:20,103,72.45188101
4/26/15 20:25,88,72.20333254
4/26/15 20:30,92,71.20913863
4/26/15 20:35,91,72.0790583
4/26/15 20:40,88,71.83050982
4/26/15 20:45,99,72.57615525
4/26/15 20:50,76,70.58776744
4/26/15 20:55,74,70.83631592
4/26/15 21:00,113,70.71204168
4/26/15 21:05,83,71.83050982
4/26/15 21:10,78,71.61302991
4/26/15 21:15,86,72.94897797
4/26/15 21:20,73,72.94897797
4/26/15 21:25,75,70.09067048
4/26/15 21:30,64,71.45768711
4/26/15 21:35,86,73.32180068
4/26/15 21:40,77,71.58196135
4/26/15 21:45,89,71.45768711
4/26/15 21:50,57,72.28618203
4/26/15 21:55,8,68.97220234
4/26/15 22:00,59,71.83050982
4/26/15 22:05,56,69.22075082
4/26/15 22:10,62,72.57615525
4/26/15 22:15,61,73.44607492
4/26/15 22:20,60,74.06744611
4/26/15 22:25,55,71.95478406
4/26/15 22:30,56,72.32760678
4/26/15 22:35,61,72.94897797
4/26/15 22:40,53,72.54508669
4/26/15 22:45,49,75.18591426
4/26/15 22:50,46,69.34502505
4/26/15 22:55,47,73.57034916
4/26/15 23:00,37,73.6946234
4/26/15 23:05,41,72.32760678
4/26/15 23:10,48,68.97220234
4/26/15 23:15,43,71.83050982
4/26/15 23:20,41,69.71784777
4/26/15 23:25,35,70.71204168
4/26/15 23:30,41,70.4634932
4/26/15 23:35,36,75.80728545
4/26/15 23:40,44,73.07325221
4/26/15 23:45,38,70.71204168
4/26/15 23:50,36,72.82470373
4/26/15 23:55,40,73.6946234
4/27/15 0:00,27,71.08486439
4/27/15 0:05,45,71.58196135
4/27/15 0:10,26,72.0790583
4/27/15 0:15,20,70.71204168
4/27/15 0:20,24,68.22655691
4/27/15 0:25,34,68.10228267
4/27/15 0:30,30,74.19172035
4/27/15 0:35,28,71.33341287
4/27/15 0:40,32,73.32180068
4/27/15 0:45,27,70.58776744
4/27/15 0:50,17,69.71784777
4/27/15 0:55,11,68.8479281
4/27/15 1:00,20,69.84212201
4/27/15 1:05,17,68.59937962
4/27/15 1:10,15,69.90425913
4/27/15 1:15,17,67.10808876
4/27/15 1:20,14,63.17273788
4/27/15 1:25,9,64.0012328
4/27/15 1:30,14,65.39931798
4/27/15 1:35,19,68.59937962
4/27/15 1:40,19,65.6167979
4/27/15 1:45,18,68.35083115
4/27/15 1:50,20,70.09067048
4/27/15 1:55,18,66.48671757
4/27/15 2:00,14,65.86534638
4/27/15 2:05,24,67.60518572
4/27/15 2:10,33,69.84212201
4/27/15 2:15,16,70.05960192
4/27/15 2:20,14,70.83631592
4/27/15 2:25,26,65.98962062
4/27/15 2:30,17,62.75849042
4/27/15 2:35,18,68.47510538
4/27/15 2:40,31,69.09647658
4/27/15 2:45,18,69.84212201
4/27/15 2:50,24,69.09647658
4/27/15 2:55,11,70.33921896
4/27/15 3:00,3,70.21494472
4/27/15 3:05,10,67.10808876
4/27/15 3:10,27,65.49252366
4/27/15 3:15,19,65.24397518
4/27/15 3:20,14,67.35663724
4/27/15 3:25,30,64.87115247
4/27/15 3:30,33,66.48671757
4/27/15 3:35,18,68.8479281
4/27/15 3:40,37,70.33921896
4/27/15 3:45,32,68.97220234
4/27/15 3:50,24,70.09067048
4/27/15 3:55,22,68.8479281
4/27/15 4:00,28,69.22075082
4/27/15 4:05,24,68.59937962
4/27/15 4:10,41,68.72365386
4/27/15 4:15,34,69.22075082
4/27/15 4:20,32,68.35083115
4/27/15 4:25,34,68.10228267
4/27/15 4:30,48,67.97800843
4/27/15 4:35,45,67.72945995
4/27/15 4:40,47,68.8479281
4/27/15 4:45,36,68.8479281
4/27/15 4:50,56,70.21494472
4/27/15 4:55,48,72.45188101
4/27/15 5:00,68,72.82470373
4/27/15 5:05,58,70.21494472
4/27/15 5:10,81,69.59357353
4/27/15 5:15,70,69.22075082
4/27/15 5:20,76,69.43823073
4/27/15 5:25,104,69.46929929
4/27/15 5:30,88,72.3897439
4/27/15 5:35,112,71.45768711
4/27/15 5:40,146,69.59357353
4/27/15 5:45,120,70.21494472
4/27/15 5:50,114,70.4634932
4/27/15 5:55,104,69.71784777
4/27/15 6:00,113,70.09067048
4/27/15 6:05,110,71.45768711
4/27/15 6:10,137,71.45768711
4/27/15 6:15,175,70.4634932
4/27/15 6:20,171,70.71204168
4/27/15 6:25,154,70.09067048
4/27/15 6:30,,
4/27/15 6:35,116,70.00782099
4/27/15 6:40,160,69.84212201
4/27/15 6:45,162,69.71784777
4/27/15 6:50,142,69.96639625
4/27/15 6:55,161,70.83631592
4/27/15 7:00,152,70.96059015
4/27/15 7:05,160,72.20333254
4/27/15 7:10,152,71.08486439
4/27/15 7:15,132,72.45188101
4/27/15 7:20,198,72.94897797
4/27/15 7:25,153,72.3897439
4/27/15 7:30,207,72.70042949
4/27/15 7:35,217,73.19752645
4/27/15 7:40,187,74.06744611
4/27/15 7:45,224,72.82470373
4/27/15 7:50,177,73.32180068
4/27/15 7:55,185,72.82470373
4/27/15 8:00,205,68.35083115
4/27/15 8:05,188,71.83050982
4/27/15 8:10,166,73.44607492
4/27/15 8:15,162,73.44607492
4/27/15 8:20,148,72.82470373
4/27/15 8:25,169,70.4634932
4/27/15 8:30,168,63.37986161
4/27/15 8:35,163,63.87695856
4/27/15 8:40,157,69.96639625
4/27/15 8:45,179,68.97220234
4/27/15 8:50,165,71.83050982
4/27/15 8:55,160,71.58196135
4/27/15 9:00,144,70.21494472
4/27/15 9:05,146,70.4634932
4/27/15 9:10,160,69.09647658
4/27/15 9:15,145,68.35083115
4/27/15 9:20,159,67.232363
4/27/15 9:25,119,63.13131313
4/27/15 9:30,87,70.21494472
4/27/15 9:35,131,67.72945995
4/27/15 9:40,165,66.11389485
4/27/15 9:45,158,62.88276465
4/27/15 9:50,130,59.77590869
4/27/15 9:55,138,55.17776187
4/27/15 10:00,130,64.49832975
4/27/15 10:05,147,64.37405552
4/27/15 10:10,88,68.14370742
4/27/15 10:15,116,68.35083115
4/27/15 10:20,79,67.72945995
4/27/15 10:25,135,65.36824942
4/27/15 10:30,113,63.37986161
4/27/15 10:35,144,67.97800843
4/27/15 10:40,162,65.24397518
4/27/15 10:45,126,63.50413585
4/27/15 10:50,126,67.10808876
